Depth (ft),Weight on bit (k-lbs),Temperature Out (deg F),Temperature In(deg F),Pit Total (bbls),Pump Pressure (psi),Hook load (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (gal/min),Flow Out Percentage (%),ROP (ft/hr)
5696.13,29.26,121.78,111.42,239.28,1326.13,109.66,150.19,88.39,641.8,80.33,7.88
5697.14,30.16,121.55,111.38,241.85,1313.25,108.77,153.35,88.0,642.67,77.22,10.27
5698.15,30.16,121.55,111.65,241.48,1304.92,108.77,151.33,89.24,644.61,76.42,7.92
5699.17,29.31,121.51,111.76,241.58,1304.16,109.62,159.41,88.85,643.31,70.53,14.68
5700.2,29.09,121.62,111.92,241.64,1307.95,109.83,147.82,88.36,640.73,69.78,7.2
5701.21,29.01,121.62,111.95,241.65,1313.25,109.92,151.79,90.29,639.43,76.28,6.76
5702.22,29.65,121.66,111.99,241.58,1304.16,109.28,142.49,89.97,635.55,74.53,7.15
5703.23,30.07,121.78,111.95,241.51,1314.77,108.85,151.83,88.77,639.22,79.34,7.05
5704.24,29.52,121.85,112.11,241.36,1316.28,109.4,144.51,87.42,640.08,77.83,7.13
5705.25,30.41,121.93,112.18,241.45,1314.77,108.51,145.84,87.3,639.43,77.12,6.88
5706.26,29.31,122.0,112.18,241.24,1308.71,109.62,158.84,88.67,637.71,76.84,6.47
5707.27,29.77,122.0,112.3,241.3,1315.53,109.15,159.45,89.62,638.14,73.83,7.03
5708.29,22.1,112.36,85.0,229.34,1410.59,120.13,125.02,40.55,578.05,78.25,9.36
5709.3,23.33,114.99,91.48,230.59,1422.71,118.9,121.55,40.14,587.31,78.54,7.97
5710.33,19.76,123.61,103.83,233.52,1443.17,120.94,130.48,47.05,586.45,72.51,11.65
5711.34,22.27,123.91,106.01,234.11,1435.59,118.43,138.02,40.62,587.74,75.66,9.35
5712.35,23.42,124.22,107.61,234.05,1434.83,117.28,143.78,41.86,583.65,74.16,10.1
5713.36,23.97,124.29,108.87,234.44,1414.38,116.73,138.9,46.74,581.93,73.78,8.93
5714.37,24.27,124.41,109.82,235.26,1421.2,116.43,138.6,40.4,584.3,72.89,9.02
5715.38,24.99,124.29,110.66,235.66,1414.38,115.71,130.9,43.06,583.22,76.65,7.8
5716.39,24.1,124.29,111.0,235.73,1403.77,116.6,140.16,43.98,579.99,75.15,9.41
5717.4,24.52,124.44,111.31,236.15,1413.62,116.17,144.73,40.42,581.93,73.73,8.91
5718.41,23.67,124.6,111.57,236.42,1412.1,117.03,139.74,38.26,584.08,73.64,8.66
5719.42,24.31,124.71,111.73,236.46,1409.07,116.39,143.32,37.25,581.28,70.77,10.04
5720.43,25.21,124.86,112.15,236.73,1399.23,115.49,132.0,37.3,583.0,75.76,7.76
5721.44,23.67,124.94,112.34,237.12,1393.16,117.03,133.98,38.2,586.45,66.72,9.12
5722.45,25.16,125.05,112.6,237.5,1366.65,115.54,134.94,38.17,595.06,75.99,7.92
5723.46,24.4,125.24,112.91,237.54,1353.01,116.3,139.21,42.81,601.31,72.84,8.82
5724.46,25.16,125.36,113.17,237.69,1362.1,115.54,138.06,37.85,597.43,73.78,8.88
5725.47,24.78,125.4,113.25,237.98,1369.68,115.92,138.22,38.09,591.62,69.26,8.65
5726.48,24.18,125.47,113.37,238.61,1365.89,116.52,147.75,41.13,587.1,72.65,8.88
5727.51,25.08,125.63,113.44,239.6,1382.56,115.62,142.41,40.3,582.57,74.25,8.97
5728.52,24.44,125.66,113.56,239.67,1382.56,116.26,150.34,43.02,579.77,68.69,8.67
5729.53,24.23,125.93,113.75,239.56,1403.01,116.47,153.62,42.2,590.97,71.61,7.99
5730.54,24.57,125.78,113.98,238.68,1396.19,116.13,157.13,40.08,588.39,65.82,9.31
5731.55,24.01,125.78,114.05,238.88,1391.65,116.69,151.79,43.14,588.39,68.32,8.57
5732.56,23.25,125.74,114.09,239.17,1392.41,117.45,151.75,37.8,587.74,75.99,8.16
5733.57,15.75,125.09,112.07,237.31,1415.14,125.41,149.96,50.41,596.79,75.85,20.68
5734.59,24.27,125.17,112.72,237.07,1411.35,116.9,145.46,42.7,587.96,75.76,13.3
5735.6,24.82,125.55,113.52,237.21,1376.5,116.34,145.73,41.03,607.55,73.83,6.88
5736.61,25.25,125.7,114.09,236.35,1383.32,115.92,147.06,38.59,596.79,74.02,7.77
5737.62,25.21,125.93,114.43,237.31,1365.89,115.96,149.35,36.27,599.37,73.97,8.26
5738.63,24.82,126.05,114.66,237.01,1370.44,116.34,144.47,44.77,597.0,75.9,8.41
5739.63,25.12,126.05,114.78,237.37,1393.92,116.05,150.34,35.72,591.62,75.66,9.18
5740.69,30.15,126.2,115.0,236.83,1383.32,111.02,141.23,41.66,600.23,69.35,10.01
5741.72,27.21,126.24,115.08,237.19,1365.13,113.96,146.07,44.31,600.88,69.68,8.74
5742.76,25.33,126.39,115.31,235.84,1366.65,115.83,153.73,46.99,610.79,74.77,6.87
5743.77,25.08,126.43,115.46,236.39,1359.83,116.09,160.56,42.03,609.49,76.61,8.57
5744.82,30.06,126.39,115.69,236.85,1331.04,111.11,155.64,39.55,608.2,76.28,8.73
5745.84,34.62,126.46,115.69,236.94,1364.37,106.55,143.29,22.99,598.08,71.52,15.9
5746.85,34.62,126.62,115.65,237.02,1366.65,106.55,150.26,42.59,591.62,70.86,10.35
5747.86,35.17,126.46,115.58,236.94,1378.77,106.0,159.64,41.1,588.39,70.67,12.24
5748.87,34.96,126.24,115.46,237.23,1388.62,106.21,161.24,55.03,590.33,72.32,11.15
5749.9,32.23,126.35,115.16,236.64,1383.32,108.94,148.39,43.7,590.33,70.91,9.89
5750.91,34.66,126.16,115.08,236.96,1388.62,106.51,144.73,42.06,584.73,69.78,12.54
5751.93,32.79,126.24,114.97,237.13,1408.32,108.38,146.41,40.42,593.99,67.85,9.84
5752.94,29.38,126.08,114.97,237.18,1369.68,111.79,152.55,39.87,583.43,73.59,10.07
5753.98,34.7,126.05,114.97,237.27,1390.89,106.47,139.47,36.27,587.53,73.4,14.01
5754.98,35.25,125.97,114.89,237.51,1399.23,105.91,146.41,35.98,589.89,74.44,10.85
5755.99,34.4,126.01,114.85,237.31,1395.44,106.76,144.05,38.73,589.68,76.09,11.95
5757.0,33.85,126.01,114.81,237.37,1393.16,107.32,152.47,34.27,584.94,74.63,12.44
5758.01,34.36,126.01,114.74,237.22,1387.1,106.81,149.27,36.81,581.5,68.88,11.46
5759.02,35.13,125.97,114.7,237.43,1390.13,106.04,143.55,40.97,583.86,66.25,12.45
5760.03,34.87,125.93,114.66,237.48,1413.62,106.3,147.86,37.76,587.1,66.86,11.8
5761.04,34.23,125.93,114.59,237.68,1394.68,106.94,143.55,38.76,582.79,73.45,11.69
5762.05,34.36,125.85,114.55,237.88,1403.01,106.81,150.57,38.76,584.08,74.91,12.2
5763.06,34.83,125.78,114.55,237.95,1415.14,106.34,146.56,36.14,588.39,73.64,11.23
5764.08,34.19,125.74,114.43,238.78,1390.13,106.98,141.34,37.65,587.1,74.96,11.99
5765.09,35.51,125.82,114.51,239.35,1353.01,105.66,142.41,34.37,599.8,73.83,13.36
5766.12,35.17,124.29,111.42,241.46,1385.59,109.06,149.42,37.35,592.48,76.13,11.37
5767.13,36.53,124.48,112.22,241.36,1415.14,107.7,154.04,37.97,594.63,75.71,10.44
5768.13,35.13,124.67,112.79,241.48,1394.68,109.11,143.48,36.94,588.6,73.07,9.93
5769.14,35.0,125.28,113.29,241.8,1393.16,109.23,142.18,35.4,584.08,75.62,9.29
5770.15,35.51,125.66,113.67,241.82,1393.92,108.72,150.95,37.89,586.88,76.23,10.32
5771.16,34.83,125.74,113.98,241.83,1396.95,109.4,148.62,40.28,591.62,71.9,9.67
5772.17,34.83,125.63,114.36,241.95,1372.71,109.4,137.26,44.02,591.4,69.68,9.47
5773.18,34.4,125.7,114.55,242.02,1378.01,109.83,153.16,39.08,590.33,69.17,10.66
5774.19,34.06,125.66,114.62,242.3,1381.04,110.17,144.62,41.44,591.83,66.86,9.64
5775.2,35.08,125.63,114.78,242.66,1391.65,109.15,140.24,40.19,591.83,74.35,10.88
5776.21,34.83,125.59,114.62,242.84,1384.83,109.4,146.95,38.46,588.17,74.25,9.88
5777.22,34.4,125.63,114.55,242.71,1385.59,109.83,142.98,41.82,588.39,69.21,10.09
5778.23,34.66,125.74,114.47,242.64,1390.13,109.57,150.11,38.18,587.1,69.49,9.04
5779.24,34.62,125.78,114.43,242.67,1386.35,109.62,152.05,39.14,586.23,69.21,9.79
5780.25,35.47,125.66,114.36,242.63,1395.44,108.77,144.47,35.31,590.33,71.66,8.24
5781.26,34.66,125.89,114.43,242.85,1361.34,109.57,134.14,37.04,597.22,71.43,10.88
5782.27,34.62,126.01,114.59,242.0,1374.98,109.62,140.05,37.32,603.89,70.15,11.39
5783.28,34.79,125.93,114.74,241.93,1361.34,109.45,145.31,40.95,607.12,70.62,11.18
5784.29,34.57,125.97,114.74,241.45,1348.46,109.66,150.68,37.97,607.34,69.45,10.41
5785.3,35.38,125.93,114.85,241.68,1341.65,108.85,143.17,36.57,611.86,70.3,9.82
5786.31,34.45,126.01,114.97,241.81,1362.1,109.79,144.54,36.72,610.79,70.91,11.02
5787.31,34.23,126.01,115.04,241.96,1348.46,110.0,136.0,37.68,599.37,69.68,10.66
5788.32,35.77,126.16,115.04,242.16,1356.04,108.47,132.19,38.75,599.37,69.17,9.93
5789.33,34.49,126.08,115.04,241.17,1350.74,109.75,139.55,40.48,601.52,68.6,8.84
5790.34,35.42,126.05,115.12,241.21,1353.77,108.81,137.07,41.62,602.82,67.75,10.91
5790.34,35.42,126.05,115.12,241.21,1353.77,108.81,137.07,41.62,602.82,67.75,10.91
5791.35,34.66,126.35,115.08,241.5,1356.8,109.57,143.25,37.41,599.37,69.35,9.82
5792.36,34.66,126.35,115.04,241.57,1362.86,109.57,147.59,36.07,600.88,68.93,9.87
5793.37,35.17,126.24,115.04,241.59,1369.68,109.06,151.86,36.37,602.17,68.32,10.76
5794.4,35.51,126.12,115.04,241.91,1371.19,108.72,147.98,35.63,601.52,69.4,9.67
5795.41,35.04,126.01,114.89,241.83,1367.41,109.19,141.88,42.08,602.6,68.32,10.12
5796.42,34.4,126.01,114.85,242.11,1363.62,109.83,137.95,38.88,600.88,68.41,9.29
5797.43,35.68,125.93,114.62,242.11,1374.98,108.55,138.98,38.12,600.45,68.22,9.82
5798.43,35.6,125.44,112.91,243.18,1361.34,108.64,134.36,31.51,594.63,68.69,8.93
5799.44,35.04,125.4,113.14,243.33,1361.34,109.19,143.55,36.65,594.2,68.84,9.88
5800.45,35.68,125.44,113.33,243.36,1358.31,108.55,139.47,38.26,593.77,71.1,8.95
5801.46,34.7,125.51,113.44,243.58,1360.59,109.53,135.05,36.27,593.99,70.3,10.69
5802.47,35.25,125.51,113.52,243.32,1377.25,108.98,138.86,35.9,595.28,68.36,8.39
5803.48,34.53,125.51,113.52,243.48,1372.71,109.7,139.17,36.08,594.63,67.75,9.77
5804.49,35.3,125.51,113.44,243.63,1381.8,108.94,142.1,36.68,593.56,68.36,9.59
5805.5,35.25,125.51,113.52,243.3,1384.07,108.98,144.7,37.35,595.93,66.72,9.37
5806.51,34.74,125.51,113.44,242.62,1381.04,109.49,140.39,36.11,594.85,66.95,9.46
5807.52,35.3,125.47,113.48,242.7,1395.44,108.94,145.08,31.72,585.16,67.52,15.46
5808.53,34.15,125.47,113.37,242.59,1379.53,110.09,139.89,33.86,592.48,68.03,16.99
5809.54,35.34,125.44,113.33,242.61,1382.56,108.89,145.04,33.77,594.2,68.27,10.23
5810.55,34.36,125.44,113.21,243.05,1384.07,109.87,136.96,34.79,594.2,67.38,9.44
5811.56,35.25,125.47,113.14,242.4,1387.86,108.98,134.56,34.32,596.57,70.01,10.65
5812.56,34.53,125.4,113.02,241.93,1384.83,109.7,136.35,34.65,594.85,69.49,10.66
5813.57,34.32,125.36,112.98,241.84,1391.65,109.92,131.85,38.29,596.36,69.12,9.61
5814.58,34.91,125.28,112.98,241.81,1390.13,109.32,130.63,38.0,597.43,68.69,10.15
5815.59,35.08,125.24,112.87,240.28,1378.77,109.15,133.26,34.49,592.26,68.22,9.82
5816.6,35.17,125.21,112.83,239.96,1391.65,109.06,132.8,34.82,595.06,69.54,10.38
5817.61,36.19,125.17,112.79,239.56,1396.19,108.04,128.95,35.2,595.28,68.18,10.01
5818.62,34.1,125.21,112.79,239.21,1393.92,110.13,132.76,34.55,593.77,68.69,9.56
5819.63,37.89,125.17,112.68,238.9,1387.1,106.34,132.31,35.75,591.83,67.94,11.58
5820.64,35.51,125.13,112.72,239.93,1397.71,108.72,132.19,35.86,597.43,69.07,8.68
5821.65,35.98,125.09,112.68,238.68,1396.19,108.25,131.85,37.74,594.63,68.08,10.38
5822.66,35.6,125.05,112.56,238.05,1395.44,108.64,124.91,34.78,592.26,70.95,8.94
5823.67,36.11,124.98,112.49,238.19,1402.26,108.13,124.11,35.78,593.99,71.66,9.87
5824.68,35.68,124.9,112.37,238.26,1395.44,108.55,118.77,35.05,595.93,68.46,8.87
5825.69,36.53,124.9,112.34,237.94,1399.98,107.7,120.11,33.59,595.49,67.89,9.2
5826.7,35.94,124.86,112.26,237.87,1398.47,108.3,120.53,34.41,595.71,67.28,8.78
5827.71,37.0,124.86,112.22,237.82,1392.41,107.23,119.72,33.91,592.91,69.64,9.22
5828.72,32.87,123.64,109.02,236.79,1392.41,110.3,125.79,38.79,589.21,71.05,5.91
5829.73,34.87,123.61,109.63,236.66,1397.71,108.3,124.26,39.13,588.57,71.76,9.67
5830.74,34.79,123.61,110.16,237.9,1402.26,108.38,123.69,37.74,588.13,71.8,8.94
5831.76,34.79,123.68,110.47,238.25,1401.5,108.38,124.64,37.21,590.07,70.15,9.69
5832.77,36.02,123.8,110.7,238.25,1399.23,107.15,125.48,36.98,589.0,71.52,9.15
5833.78,36.15,123.83,110.93,238.27,1394.68,107.02,121.78,37.83,589.0,71.0,8.7
5834.79,35.51,123.8,111.0,238.29,1399.98,107.66,127.73,37.27,588.78,68.46,7.93
5835.8,34.74,123.8,111.04,238.28,1398.47,108.43,123.08,37.12,586.84,70.48,9.06
5836.81,35.89,123.76,111.12,238.05,1398.47,107.28,123.12,40.17,589.43,70.53,8.59
5837.82,34.62,123.72,111.15,238.35,1394.68,108.55,126.4,40.46,587.92,70.95,8.11
5838.83,35.0,123.64,111.12,238.32,1396.95,108.17,130.9,36.19,584.69,69.97,8.55
5839.84,36.02,123.61,111.12,238.37,1398.47,107.15,132.19,35.03,586.41,70.58,11.36
5840.85,35.68,123.61,111.12,238.88,1396.95,107.49,130.02,35.2,586.41,71.14,8.61
5841.86,35.34,123.64,111.15,238.62,1392.41,107.83,128.38,35.46,582.31,70.53,9.04
5842.87,35.38,123.64,111.27,238.99,1398.47,107.79,125.21,36.49,586.19,70.72,8.35
5843.88,35.13,123.64,111.34,238.91,1399.98,108.04,125.29,42.27,587.27,70.77,8.45
5844.89,34.66,123.68,111.27,239.25,1399.23,108.51,126.82,38.24,587.7,70.44,8.98
5845.9,35.17,123.64,111.31,239.16,1393.92,108.0,131.62,35.99,584.47,72.13,8.23
5846.91,35.17,123.64,111.27,239.35,1395.44,108.0,129.48,34.49,585.98,72.08,8.73
5847.91,34.79,123.64,111.38,239.49,1390.13,108.38,112.71,42.85,586.41,71.8,8.02
5848.92,35.42,123.64,111.27,238.52,1397.71,107.74,126.89,36.3,585.12,72.13,8.55
5849.93,35.0,123.64,111.31,237.84,1392.41,108.17,126.66,36.36,582.31,71.47,8.0
5850.94,34.15,123.64,111.34,237.68,1395.44,109.02,122.47,37.01,584.04,71.61,8.26
5851.95,35.21,123.61,111.38,237.89,1396.95,107.96,126.97,37.73,584.69,70.86,8.3
5852.96,35.08,123.61,111.34,237.68,1397.71,108.08,126.28,38.67,583.82,69.59,9.04
5853.97,34.23,123.61,111.27,237.68,1393.16,108.94,125.67,37.92,584.25,69.78,8.73
5854.98,35.85,123.57,111.27,237.71,1401.5,107.32,130.09,39.58,584.47,69.59,9.54
5855.99,34.57,123.57,111.19,237.69,1399.23,108.6,125.18,41.28,585.98,70.25,9.23
5857.0,35.77,123.53,111.27,237.59,1410.59,107.4,122.01,37.89,589.43,72.89,8.11
5858.01,35.51,123.64,111.31,237.86,1434.83,107.66,118.09,36.02,597.83,73.03,7.71
5859.02,34.62,123.72,111.46,237.78,1440.14,108.55,123.92,31.96,596.54,71.14,7.42
5860.03,35.64,123.76,111.42,237.7,1440.89,107.53,116.26,36.57,596.11,71.85,7.42
5861.04,35.34,122.92,107.27,236.96,1267.4,105.32,104.7,36.69,535.76,71.14,7.75
5862.05,36.4,122.19,106.73,238.15,1459.83,104.25,127.58,39.73,598.51,72.13,11.4
5863.06,36.11,122.19,107.46,237.52,1465.9,104.55,132.27,39.23,597.22,72.37,10.62
5864.07,36.7,122.27,107.91,237.95,1442.41,103.95,129.52,35.08,592.48,73.21,9.51
5865.08,36.19,122.46,108.29,239.76,1418.92,104.47,130.02,33.56,600.66,73.45,8.95
5866.09,36.32,122.58,108.64,240.15,1402.26,104.34,127.77,34.02,602.39,74.3,8.93
5867.1,35.98,122.69,108.98,240.3,1398.47,104.68,126.74,33.76,604.32,73.31,7.89
5868.11,36.96,122.69,109.25,240.54,1401.5,103.7,124.8,35.49,603.25,73.69,9.64
5869.12,35.55,122.73,109.36,239.8,1394.68,105.1,127.81,33.74,600.88,71.99,8.07
5870.12,36.83,122.73,109.4,240.02,1400.74,103.83,129.87,36.97,601.31,72.41,9.41
5871.13,36.15,122.92,109.51,240.2,1403.01,104.51,127.31,36.19,600.23,73.31,7.84
5872.14,36.53,122.96,109.67,239.05,1396.95,104.12,120.49,30.72,596.14,73.12,8.97
5873.15,36.87,122.96,109.82,238.87,1397.71,103.78,126.47,33.85,595.49,74.67,8.35
5874.16,36.45,123.0,109.86,238.96,1393.16,104.21,125.94,33.24,593.99,74.53,8.58
5875.17,35.68,122.96,109.86,239.07,1410.59,104.98,124.68,36.11,595.28,71.76,7.83
5876.18,35.77,122.96,109.86,239.0,1403.01,104.89,126.05,33.85,592.69,72.89,9.47
5877.19,36.62,122.96,110.81,238.91,1409.83,104.04,130.02,36.75,595.93,72.46,8.33
5878.2,35.85,123.03,110.81,239.02,1403.77,104.81,131.58,38.11,594.2,69.68,8.71
5879.21,36.32,123.07,110.89,239.05,1412.86,104.34,131.77,38.43,597.0,71.47,8.49
5880.22,35.94,123.07,110.85,239.03,1412.1,104.72,125.41,39.81,596.14,72.41,7.73
5881.23,36.19,123.11,110.77,238.99,1409.83,104.47,128.42,35.14,594.42,72.37,9.39
5882.24,36.74,123.11,110.7,239.02,1401.5,103.91,129.22,34.78,592.48,72.08,8.11
5883.25,36.53,123.11,110.73,239.19,1415.14,104.12,126.51,37.21,594.85,71.9,8.88
5884.26,36.02,122.8,110.35,242.77,1407.56,104.64,125.82,36.92,592.05,72.56,8.59
5885.27,36.49,122.0,110.16,244.23,1417.41,104.17,124.45,37.7,594.2,72.98,9.61
5886.28,36.49,120.59,110.16,246.52,1408.32,104.17,131.2,42.76,592.05,72.04,8.88
5887.29,36.15,123.07,110.05,247.8,1410.59,104.51,126.36,37.67,590.97,72.04,9.85
5888.29,36.32,123.03,110.24,247.78,1415.89,104.34,124.64,36.11,592.26,72.46,10.94
5889.3,36.36,123.07,110.32,247.97,1418.92,104.3,129.64,37.01,590.76,71.38,10.63
5890.31,36.36,123.0,110.28,248.0,1438.62,104.3,137.57,29.44,584.51,71.38,28.18
5891.32,36.06,123.03,110.32,247.88,1424.23,104.59,127.96,32.1,589.46,72.89,17.83
5892.33,36.7,123.03,110.39,248.77,1415.14,103.95,121.48,37.21,590.97,72.32,10.15
5893.34,36.57,122.5,108.79,246.79,1453.77,99.53,113.51,34.29,594.6,73.31,9.5
5894.35,35.33,122.61,109.21,246.6,1455.29,100.76,112.98,33.73,597.4,72.65,8.19
5895.36,35.42,122.61,109.44,246.59,1453.02,100.68,120.3,36.92,596.11,72.6,9.06
5896.37,35.29,122.73,109.67,246.62,1447.71,100.8,118.12,35.1,595.03,71.52,7.39
5897.39,35.46,122.08,108.14,246.32,1430.29,100.63,135.66,43.76,592.48,73.5,10.27
5898.4,35.2,122.08,108.68,245.93,1424.23,100.89,131.81,43.52,592.69,73.21,9.42
5899.41,35.03,122.16,109.48,245.81,1426.5,101.06,132.23,41.89,591.83,69.26,9.08
5900.42,35.16,122.35,109.63,245.45,1437.11,100.93,131.58,39.49,591.83,70.77,7.57
5901.43,35.8,122.58,109.82,244.29,1434.83,100.29,132.73,40.08,590.33,70.95,6.75
5902.44,35.5,122.61,110.01,244.02,1441.65,100.59,135.24,39.41,592.26,71.38,8.49
5903.44,35.08,122.61,110.05,243.92,1439.38,101.02,140.31,38.26,589.68,68.74,9.2
5904.45,35.12,122.61,110.16,243.55,1428.77,100.97,137.87,39.0,589.03,70.3,8.69
5905.46,35.16,122.61,110.24,243.91,1431.8,100.93,142.03,37.04,588.82,70.53,10.6
5906.47,35.08,122.58,110.35,244.93,1442.41,101.02,139.36,39.09,584.94,69.31,11.91
5907.48,36.05,122.65,110.62,243.87,1378.77,100.04,140.69,38.15,609.06,70.15,10.04
5908.49,35.33,122.73,110.66,243.3,1422.71,100.76,138.02,34.61,588.82,70.91,11.68
5909.5,35.16,122.77,110.73,243.0,1419.68,100.93,141.3,39.0,592.48,71.94,11.22
5910.51,35.59,122.73,110.73,243.49,1411.35,100.51,146.37,39.54,590.54,69.49,12.07
5911.52,34.74,122.69,110.73,244.81,1416.65,101.36,153.39,37.04,589.89,70.77,8.69
5912.53,35.8,122.65,109.78,246.46,1423.47,100.29,147.75,36.66,590.54,71.0,11.43
5913.54,35.63,122.5,109.82,243.47,1415.14,100.46,158.23,36.74,592.26,69.31,10.32
5914.55,35.54,122.5,110.93,244.75,1415.14,100.55,153.88,41.03,588.17,72.7,9.69
5915.56,35.08,122.46,111.0,244.91,1412.86,101.02,155.68,37.79,589.46,70.67,9.85
5916.57,34.48,122.46,111.12,244.94,1404.53,101.61,159.98,34.99,586.88,72.32,9.32
5917.58,35.16,122.54,111.19,244.91,1403.77,100.93,151.75,37.04,589.03,71.47,9.29
5918.59,35.29,122.54,111.15,245.31,1400.74,100.8,151.44,39.72,586.02,71.05,8.94
5919.6,34.86,122.5,111.15,244.84,1409.07,101.23,145.92,43.76,586.88,72.18,9.98
5920.61,35.16,122.54,111.27,244.73,1406.8,100.93,147.17,37.3,584.94,70.58,8.89
5921.62,35.46,122.58,111.31,245.27,1406.8,100.63,150.95,36.84,583.65,69.21,11.11
5922.63,35.37,122.58,111.31,244.69,1466.65,100.72,153.27,44.84,601.09,72.74,11.16
5923.64,35.84,122.58,111.31,244.24,1423.47,100.25,163.61,41.85,599.59,70.95,12.46
5924.65,34.29,122.04,109.86,241.28,1376.5,111.45,177.52,42.12,590.72,70.48,24.18
5925.67,34.53,122.04,110.12,241.21,1406.04,104.21,168.41,41.19,589.21,70.34,22.93
5926.67,33.89,122.08,110.35,242.21,1449.99,104.85,181.26,39.08,588.13,71.38,13.92
5927.68,34.74,122.16,110.62,241.62,1454.53,104.0,183.85,38.53,596.11,70.15,16.98
5928.69,33.93,122.27,110.85,240.91,1462.11,104.81,176.61,37.44,598.26,71.33,14.09
5929.7,35.0,122.31,111.0,239.81,1454.53,103.74,180.04,40.37,594.39,69.45,13.41
5930.71,34.91,122.54,111.15,240.46,1432.56,103.83,186.56,39.0,585.12,67.28,13.18
5931.72,34.57,122.61,111.19,240.09,1437.86,104.17,184.23,36.86,588.13,67.89,14.82
5932.73,35.21,122.61,111.34,239.46,1448.47,103.53,177.14,39.11,588.78,68.93,13.56
5933.74,34.49,122.65,111.5,239.73,1456.05,104.25,182.25,39.16,594.82,69.02,17.0
5934.75,36.66,122.69,111.57,240.0,1449.99,102.08,186.21,38.43,596.97,71.28,11.84
5935.76,34.23,122.77,111.73,239.39,1456.05,104.51,183.74,38.97,597.83,73.07,9.39
5936.77,34.74,122.84,111.84,239.32,1454.53,104.0,193.19,38.99,596.76,71.14,11.12
5937.78,34.19,122.84,111.95,239.3,1441.65,104.55,184.04,39.63,595.46,70.86,9.04
5938.79,33.93,122.88,112.03,239.11,1437.86,104.81,190.33,40.02,593.52,72.46,10.69
5939.8,34.06,122.96,112.07,238.8,1432.56,104.68,188.62,38.15,590.94,73.78,9.08
5940.81,34.45,123.03,112.15,238.53,1440.14,104.3,188.16,40.37,593.31,72.7,9.44
5941.82,34.87,123.07,112.26,238.23,1431.05,103.87,188.54,38.14,591.58,70.81,7.78
5942.83,33.85,123.15,112.3,238.32,1431.05,104.89,187.93,41.5,592.23,72.41,8.11
5943.84,33.98,123.26,112.41,237.36,1371.19,104.76,184.27,40.65,613.78,72.51,9.3
5944.85,33.93,123.38,112.68,237.17,1357.56,104.81,193.12,37.47,618.09,73.12,11.83
5945.86,34.7,123.45,112.87,237.21,1335.59,104.04,194.95,36.81,601.07,70.67,10.35
5946.87,34.32,123.53,112.79,238.72,1372.71,104.42,190.71,41.51,598.7,71.52,10.21
5947.88,34.7,123.53,112.79,238.72,1374.98,104.04,193.19,40.55,587.7,73.69,10.94
5948.88,33.89,123.57,112.79,238.85,1391.65,104.85,198.3,33.07,588.57,74.44,7.93
5949.89,33.68,123.61,112.83,238.86,1393.16,105.06,188.96,35.84,588.78,75.15,9.42
5950.9,34.62,123.76,112.76,238.63,1414.38,104.12,191.82,37.77,590.94,74.82,10.75
5951.91,33.47,123.76,112.72,238.17,1419.68,105.27,191.78,38.52,593.31,75.15,10.18
5952.92,34.91,123.68,112.76,238.06,1424.23,103.83,187.85,38.17,596.11,73.83,10.01
5953.93,33.89,123.64,112.68,237.92,1429.53,104.85,188.31,39.92,595.25,77.31,10.72
5954.94,34.87,123.64,112.68,237.82,1435.59,103.87,196.2,38.02,595.89,76.61,13.97
5955.95,34.32,123.68,112.68,237.84,1443.92,104.42,191.51,37.41,598.48,76.18,10.39
5956.96,34.19,123.72,112.68,238.81,1425.74,104.55,182.55,44.23,594.39,75.9,11.64
5957.98,36.06,122.0,107.84,235.19,1375.74,110.09,174.17,24.56,621.76,77.88,6.74
5958.99,34.96,123.03,109.44,236.48,1386.35,111.19,176.19,24.0,612.71,76.84,7.09
5960.0,36.45,123.61,110.66,236.47,1362.1,109.7,178.7,22.89,601.07,76.51,6.96
5961.01,36.45,123.72,111.46,236.28,1378.01,109.7,164.86,24.09,601.71,76.37,7.81
5962.02,36.06,123.99,111.99,236.29,1380.28,110.09,175.08,21.29,591.8,76.32,7.27
5963.03,35.08,124.06,112.3,235.84,1390.89,111.07,170.58,23.74,596.32,75.8,9.07
5964.04,36.4,123.99,112.53,235.72,1373.47,109.75,171.69,22.43,587.06,76.46,7.89
5965.05,34.57,123.95,112.64,235.31,1368.92,111.58,177.45,24.12,598.26,75.38,6.59
5966.05,36.53,124.02,112.87,235.26,1364.37,109.62,187.74,23.8,608.83,75.9,7.45
5967.06,36.19,124.14,113.1,235.25,1317.4,109.96,176.19,27.16,617.23,77.26,7.7
5968.07,36.02,124.25,113.44,235.56,1311.34,110.13,182.06,24.48,619.6,76.46,8.33
5969.08,36.06,124.41,113.71,235.49,1307.55,110.09,173.02,23.05,611.84,76.94,7.48
5970.09,35.68,124.67,114.01,234.98,1249.22,110.47,165.13,25.49,638.14,78.21,7.1
5971.1,36.11,124.83,114.13,234.06,1265.88,110.04,185.8,22.7,606.24,75.43,8.98
5972.11,35.85,124.94,113.94,235.12,1288.61,110.3,176.99,24.51,597.62,75.0,8.46
5973.12,36.23,124.86,113.86,234.81,1318.92,109.92,166.24,28.89,598.91,75.62,7.97
5974.13,35.89,124.75,113.86,234.89,1340.89,110.26,165.47,23.33,595.25,75.33,10.98
