Depth (ft),Weight on bit (k-lbs),Temperature Out (deg F),Temperature In(deg F),Pit Total (bbls),Pump Pressure (psi),Hook load (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (gal/min),Flow Out Percentage (%),ROP (ft/hr)
5417.09,39.43,118.42,108.03,248.62,1514.02,101.91,17.24,0.0,650.64,78.82,7.18
5418.1,41.34,118.46,108.14,248.33,1539.02,99.99,17.17,0.0,664.0,71.33,6.12
5419.11,41.17,118.57,108.18,250.55,1512.51,100.17,16.83,0.0,663.57,83.1,5.1
5420.12,43.47,118.61,107.72,250.55,1551.15,97.87,16.37,0.0,643.96,75.05,5.45
5421.13,42.19,118.69,107.95,250.84,1563.27,99.14,17.51,0.0,664.87,75.24,4.97
5422.14,39.51,118.46,107.57,248.97,1767.07,101.83,72.95,0.0,664.43,76.94,5.16
5423.15,38.58,118.34,107.68,247.9,1698.13,102.76,72.79,0.0,662.28,84.0,6.99
5424.16,35.47,118.34,107.49,248.54,1467.05,105.87,73.33,0.0,647.62,84.28,6.42
5425.17,34.74,118.38,107.49,249.05,1741.31,106.59,72.91,0.0,654.52,81.69,6.9
5426.18,34.66,118.46,107.42,248.81,788.22,106.68,74.62,0.0,460.54,82.02,8.72
5427.21,37.17,118.42,107.38,248.58,1468.57,104.17,72.6,0.0,654.09,84.09,6.77
5428.22,36.79,118.34,107.38,248.73,1632.21,104.55,69.97,0.0,656.24,76.79,7.38
5429.23,36.02,118.34,107.3,251.26,1506.45,105.32,69.06,0.0,642.02,67.09,7.11
5430.25,36.06,118.23,106.16,249.85,1447.35,105.27,73.1,0.0,651.72,86.4,7.4
5431.26,34.23,118.15,107.27,249.07,1513.27,107.11,74.62,0.0,665.51,75.1,7.28
5432.27,34.83,118.19,107.15,250.27,1481.45,106.51,73.59,0.0,649.78,86.87,7.54
5433.28,36.32,118.23,107.15,250.76,1665.55,105.02,70.89,0.0,653.87,83.95,8.43
5434.29,34.83,118.19,107.04,250.89,1508.72,106.51,70.54,0.0,660.77,76.13,7.02
5435.3,36.19,118.15,107.11,250.86,1746.61,105.15,72.45,0.0,640.73,79.29,7.2
5436.31,34.28,118.15,107.04,251.65,1501.9,107.06,76.53,0.0,660.34,83.9,6.46
5437.32,36.02,118.15,107.0,251.9,1663.27,105.32,74.05,0.0,653.01,82.68,7.58
5438.33,34.66,118.19,107.19,251.77,1485.99,106.68,75.65,0.0,643.1,79.29,7.31
5439.36,31.21,118.34,107.27,251.24,1554.18,110.13,80.76,33.65,666.16,76.18,7.61
5440.37,34.15,118.23,107.42,250.58,1505.69,107.19,69.13,33.05,655.38,82.26,9.11
5441.38,37.04,118.23,107.27,250.54,1751.92,104.3,72.87,33.96,662.71,81.69,6.46
5442.4,35.51,118.23,107.34,250.17,1729.19,105.83,70.24,35.49,657.32,82.77,7.0
5443.41,34.62,118.15,107.19,249.79,1489.02,106.72,72.72,34.66,654.52,87.48,7.24
5444.44,34.4,118.19,107.11,249.62,1517.81,106.94,75.54,34.08,657.75,81.41,7.72
5445.45,35.72,118.23,107.19,248.93,1781.46,105.62,69.7,34.59,656.68,74.3,6.44
5446.45,37.47,117.7,105.66,246.98,1759.49,103.87,72.49,0.0,665.3,73.03,6.79
5447.46,35.72,117.89,106.2,246.61,1686.76,105.62,69.48,0.0,661.42,78.4,7.62
5448.47,34.45,117.85,106.58,246.36,1523.87,106.89,55.48,37.53,659.26,83.25,5.97
5449.48,37.47,117.89,106.62,246.05,1779.95,103.87,51.44,38.74,656.68,88.14,7.09
5450.49,36.15,117.92,106.73,248.38,1811.77,105.19,43.59,37.07,664.0,77.26,6.6
5451.5,35.47,117.92,105.55,246.8,1584.48,105.87,48.39,34.38,650.86,80.99,7.89
5452.51,35.3,117.77,105.59,246.14,1504.17,106.04,38.33,37.28,651.07,77.78,8.24
5453.52,37.0,117.7,105.63,246.42,1669.34,104.34,47.78,34.94,653.44,77.22,7.94
5454.54,35.64,117.66,105.59,245.97,1562.51,105.7,43.06,35.71,645.9,86.07,8.29
5455.55,36.06,117.66,105.66,245.99,1743.58,105.27,58.15,34.74,651.72,72.74,7.92
5456.56,35.08,117.62,105.59,246.12,1502.66,106.25,33.14,35.13,647.19,83.72,8.45
5457.57,36.06,117.54,105.55,245.98,1548.12,105.27,28.64,33.25,644.61,71.05,8.36
5458.58,36.53,117.58,105.55,245.68,1676.91,104.81,24.6,34.0,633.4,65.54,8.1
5459.59,35.89,117.54,105.47,245.59,1757.98,105.44,43.7,33.28,644.82,80.37,7.04
5460.6,34.06,117.51,105.4,245.45,1531.45,107.28,37.72,36.9,653.23,71.19,6.98
5461.61,34.87,117.47,105.36,245.63,1476.9,106.47,35.43,35.47,637.71,77.12,6.42
5462.62,35.51,117.47,105.32,245.2,1527.66,105.83,47.17,35.61,632.75,75.95,7.44
5463.63,35.77,117.43,105.21,244.98,1685.25,105.57,38.4,37.05,650.21,76.18,6.92
5464.64,34.4,117.39,105.09,245.54,1496.6,106.94,43.36,36.44,644.39,81.88,7.65
5465.65,33.93,117.31,105.02,245.84,1493.57,107.4,24.64,35.34,639.86,79.76,7.44
5466.66,37.04,117.24,104.98,246.36,1744.34,104.3,23.38,35.91,652.36,78.96,7.42
5467.67,36.62,117.24,104.9,246.92,1754.95,104.72,16.75,36.77,653.01,68.03,7.52
5468.68,35.55,117.12,104.9,247.05,1632.97,105.79,14.88,36.85,649.78,72.89,6.5
5469.69,35.94,117.16,106.12,246.66,1594.33,105.4,13.47,38.1,641.37,75.99,7.91
5470.71,34.87,117.2,105.82,246.76,1481.45,106.47,14.69,36.62,642.02,83.29,6.36
5471.72,34.15,117.24,105.93,246.74,1531.45,107.19,15.45,35.81,651.93,73.07,7.67
5472.73,34.66,117.2,105.89,246.47,1498.87,106.68,16.41,37.18,636.85,88.05,8.54
5473.74,34.49,117.2,105.93,246.75,1501.9,106.85,11.72,38.23,643.74,85.93,7.3
5474.75,35.72,117.2,106.05,246.96,1573.88,105.62,12.67,37.22,649.78,75.57,8.04
5475.76,35.85,117.24,105.85,246.82,1547.36,105.49,10.65,35.89,652.15,72.7,7.3
5476.77,34.7,117.28,106.01,247.14,1514.78,106.64,10.0,36.83,643.96,81.46,8.03
5477.84,26.19,115.75,103.26,224.48,1223.85,104.93,152.7,94.21,618.97,74.11,22.98
5478.85,26.84,116.13,103.95,224.55,1227.64,113.28,160.25,77.62,620.26,73.31,7.44
5479.86,29.03,116.25,104.1,224.55,1269.31,110.09,150.64,80.62,630.81,76.46,15.34
5480.87,28.48,116.44,104.41,225.31,1266.28,110.64,157.43,78.4,629.09,76.61,9.98
5481.88,26.31,116.7,104.67,225.29,1264.01,112.81,147.37,81.96,627.58,70.62,9.59
5482.89,24.52,116.67,104.83,225.08,1266.28,114.6,178.93,64.84,626.29,74.63,7.32
5483.9,25.07,116.63,105.05,225.27,1259.46,114.05,180.69,78.64,626.94,74.63,6.88
5484.92,24.35,116.67,105.17,225.48,1261.74,114.77,179.09,79.24,627.37,69.12,7.51
5485.95,25.67,116.7,105.32,225.62,1265.52,113.45,169.29,83.1,626.29,74.02,6.82
5486.96,22.23,116.59,103.41,223.69,1205.67,112.43,165.36,72.86,621.34,71.61,14.27
5487.97,24.57,116.63,104.48,223.37,1239.01,110.09,169.48,77.01,629.31,73.83,14.85
5488.98,25.55,116.67,104.98,223.32,1251.13,109.11,167.19,81.42,628.88,69.82,17.82
5489.99,23.89,116.82,105.47,223.13,1244.31,110.77,174.97,77.62,623.71,72.41,11.1
5491.0,24.06,116.9,105.66,222.99,1260.98,110.6,175.88,76.82,623.92,76.13,12.72
5492.01,24.65,117.05,105.89,222.99,1253.4,110.0,168.03,76.97,622.42,76.79,9.47
5493.02,24.31,117.24,106.12,222.74,1254.16,110.34,179.89,79.3,621.55,69.59,9.53
5494.03,25.08,117.24,106.46,222.47,1244.31,109.57,189.91,77.97,621.34,69.59,8.46
5495.04,24.1,117.24,106.66,221.79,1252.64,110.55,168.56,79.21,623.49,69.35,9.7
5496.05,26.4,117.24,106.69,223.79,1245.07,108.25,172.99,77.66,622.2,68.6,9.4
5497.06,23.76,117.51,106.24,225.54,1129.15,110.89,170.74,77.19,686.16,80.14,8.26
5498.07,24.06,117.89,106.62,223.9,1205.67,110.6,175.69,78.03,627.58,76.84,8.29
5499.14,24.65,117.7,106.73,224.13,1215.52,110.0,183.39,77.09,621.34,70.15,10.44
5500.15,23.63,117.66,106.85,225.61,1226.89,111.02,192.39,78.04,618.75,75.05,9.98
5501.16,24.31,117.58,106.77,226.07,1226.89,110.34,184.65,78.93,618.97,74.58,9.78
5502.17,24.74,117.89,106.73,225.55,1225.37,109.92,179.43,78.37,617.89,78.91,10.21
5503.18,24.4,117.43,106.27,222.4,1226.13,110.26,185.3,76.79,635.98,77.55,12.81
5504.19,24.57,117.47,106.5,223.45,1220.82,110.09,189.0,75.09,636.63,74.96,11.26
5505.21,24.44,117.51,106.05,230.29,1238.25,110.21,184.0,77.06,632.75,70.2,10.08
5506.22,25.04,117.43,106.16,233.15,1231.43,109.62,174.05,77.55,630.38,71.76,11.02
5507.23,24.14,117.51,106.43,234.91,1220.82,110.51,193.15,75.84,640.29,71.8,9.59
5508.23,23.55,117.54,106.88,236.48,1217.79,111.11,185.07,78.68,640.51,69.87,10.15
5509.25,24.99,117.66,107.07,236.97,1217.79,109.66,181.94,79.3,641.37,70.48,10.47
5510.26,25.72,117.66,107.19,239.45,1229.92,108.94,177.14,77.73,637.06,68.41,10.04
5511.26,24.35,117.7,107.15,241.5,1220.82,110.3,173.75,78.13,631.25,73.17,12.5
5512.28,23.59,117.85,106.88,245.21,1229.92,111.07,178.44,77.75,629.74,75.1,9.83
5513.29,25.08,117.85,106.81,247.78,1229.92,109.57,184.88,78.02,627.8,79.57,11.93
5514.3,23.8,117.81,106.73,250.62,1220.82,110.85,190.79,78.64,623.92,72.18,12.66
5515.31,24.52,117.81,106.73,252.82,1220.82,110.13,179.58,78.55,627.8,78.02,10.0
5516.32,24.44,117.73,106.92,254.21,1232.95,110.21,167.42,83.48,629.74,73.07,11.41
5517.33,24.52,117.62,107.07,254.24,1226.13,110.13,164.75,83.83,628.45,74.39,10.21
5518.34,24.44,117.62,107.3,254.12,1224.61,110.21,166.85,80.81,628.66,76.75,10.13
5519.36,24.74,117.62,107.49,253.78,1222.34,109.92,164.45,83.67,626.72,71.66,10.22
5520.37,24.06,117.85,107.11,251.99,1264.01,110.6,167.5,75.66,634.48,72.04,12.14
5521.38,23.72,118.0,107.49,252.16,1276.89,110.94,170.47,73.28,636.84,79.2,9.55
5522.39,25.84,118.12,107.68,252.22,1264.77,108.81,161.7,77.66,634.26,76.75,9.59
5523.4,24.48,118.19,108.07,250.49,1238.25,110.17,154.08,82.63,641.15,78.96,10.0
5524.41,24.1,118.27,108.26,250.05,1227.64,110.55,165.13,79.02,647.83,77.12,11.45
5525.42,24.61,118.46,108.49,249.21,1222.34,110.04,165.86,75.48,646.97,75.48,9.2
5526.43,25.38,118.57,108.75,249.29,1235.98,109.28,165.82,77.44,647.4,76.42,10.38
5526.43,25.38,118.57,108.75,249.29,1235.98,109.28,165.82,77.44,647.4,76.42,10.38
5527.44,23.84,118.65,108.98,249.69,1242.8,110.81,171.8,75.92,641.58,69.73,10.66
5528.45,23.59,118.8,109.29,247.74,1224.61,111.07,160.33,77.08,643.09,74.63,11.82
5529.46,25.46,119.03,109.36,246.6,1211.73,109.19,160.1,76.17,652.35,78.25,9.24
5530.47,23.67,119.11,109.32,246.37,1216.28,110.98,164.83,80.76,642.23,73.54,8.4
5531.5,25.84,119.34,109.82,245.77,1132.18,108.81,163.95,78.26,681.43,73.73,8.81
5532.52,24.78,119.53,110.01,246.33,1162.49,109.87,165.78,80.62,670.87,76.09,8.53
5533.53,24.01,119.72,110.2,246.02,1166.28,110.64,170.39,77.27,655.8,70.77,8.0
5534.56,23.46,119.72,109.97,245.7,1210.98,111.19,156.82,77.81,651.71,71.05,9.32
5535.57,24.95,119.68,109.93,245.55,1207.19,109.7,181.68,75.59,644.38,75.57,13.28
5536.58,25.72,119.91,110.01,245.06,1263.25,108.94,177.6,76.94,653.43,76.56,9.17
5537.59,25.55,119.95,109.86,244.93,1248.86,109.11,181.22,77.13,648.91,72.65,10.5
5538.6,25.29,119.83,109.9,244.43,1244.31,109.36,166.54,79.09,649.55,81.36,9.42
5539.61,25.55,119.75,109.9,244.52,1227.64,109.11,176.49,78.07,645.46,80.18,11.59
5540.68,36.06,119.72,109.9,244.98,1227.64,98.59,162.81,79.78,644.81,78.11,24.24
5541.71,30.1,119.75,109.86,244.49,1236.73,104.55,163.91,83.03,645.46,77.5,17.11
5542.73,30.23,119.75,110.01,244.59,1242.8,104.42,168.22,78.87,642.23,75.29,5.66
5543.82,38.32,119.75,110.01,244.51,1233.7,96.33,162.77,80.22,641.15,74.82,6.79
5544.83,24.23,119.75,109.74,244.49,1230.67,110.43,163.0,78.19,639.21,78.4,6.47
5545.85,24.57,119.83,109.82,244.23,1242.8,110.09,173.71,77.44,641.37,77.17,10.08
5546.86,25.25,119.91,109.93,243.66,1253.4,109.4,142.98,60.75,643.52,76.32,7.57
5547.87,25.46,120.02,109.97,243.2,1242.04,109.19,170.47,71.01,641.37,77.22,7.45
5548.88,24.23,119.98,110.16,243.12,1248.86,110.43,178.06,81.09,640.51,75.62,10.24
5549.88,25.8,120.14,110.28,242.92,1239.01,108.85,136.92,60.61,638.35,77.88,7.08
5550.9,24.27,120.1,110.28,242.23,1240.52,110.38,161.28,81.05,637.06,76.23,7.56
5551.98,25.0,120.14,110.09,241.05,1232.95,137.8,154.61,68.83,635.12,78.72,8.63
5553.04,23.7,120.14,110.09,241.28,1222.34,130.95,157.93,70.69,631.68,82.02,9.98
5554.07,24.23,119.49,108.75,238.72,1240.52,110.43,149.96,78.58,632.54,74.44,11.3
5555.08,23.67,119.41,108.71,237.11,1214.76,110.98,161.2,77.46,642.23,76.7,9.42
5556.09,28.19,119.72,109.1,236.34,1131.43,106.47,163.45,87.67,677.55,76.46,9.55
5557.1,29.17,119.79,109.21,236.73,1157.18,105.49,166.92,93.02,663.98,74.11,12.55
5558.11,27.8,119.75,109.17,236.93,1198.1,106.85,171.08,90.84,656.87,77.97,10.43
5559.13,28.02,119.68,109.1,236.87,1200.37,106.64,174.24,89.94,647.83,75.38,11.6
5560.14,30.06,119.53,108.98,236.77,1213.25,104.59,169.59,93.23,643.74,69.31,11.61
5561.15,30.44,119.45,108.9,236.72,1228.4,104.21,163.8,90.73,642.66,77.55,11.0
5562.16,29.38,119.41,108.71,235.62,1223.1,105.27,171.73,89.75,637.71,78.3,10.04
5563.18,28.53,119.22,108.56,235.05,1226.89,106.13,166.73,89.64,638.14,77.26,11.26
5564.19,29.63,119.11,108.49,234.91,1215.52,105.02,165.89,89.42,637.28,79.48,12.4
5565.21,29.17,119.03,108.41,234.5,1225.37,105.49,176.91,88.28,636.2,73.64,11.26
5566.21,29.17,118.99,108.37,234.16,1253.4,105.49,172.91,90.05,642.66,75.95,10.85
5567.22,28.44,118.99,108.45,234.51,1242.04,106.21,170.7,89.96,639.86,79.85,11.69
5568.24,29.97,118.99,108.37,234.84,1251.89,104.68,180.34,89.56,639.43,75.62,16.07
5569.25,30.23,118.99,108.37,234.77,1242.8,104.42,179.12,88.7,635.98,72.08,11.86
5570.26,27.76,118.99,108.29,235.07,1251.13,106.89,181.14,89.93,639.0,69.97,11.68
5571.27,28.48,119.56,108.22,233.73,1295.07,106.17,161.13,85.78,650.2,74.91,15.76
5572.28,29.04,119.41,108.29,234.49,1292.04,105.62,162.65,89.56,646.32,79.34,11.88
5573.29,29.89,119.37,108.29,234.56,1283.71,104.76,158.27,90.21,646.11,75.19,10.86
5574.31,29.17,119.34,108.41,234.43,1294.31,105.49,161.59,90.94,647.18,76.56,11.51
5575.32,29.08,119.22,108.49,234.71,1286.74,105.57,163.49,90.66,646.54,76.46,11.09
5576.33,29.17,119.07,108.6,234.85,1292.04,105.49,154.88,91.03,646.11,73.87,11.32
5577.34,29.89,118.95,108.6,234.7,1294.31,104.76,160.71,91.72,644.81,71.57,11.33
5578.35,29.76,118.99,108.6,234.17,1289.77,104.89,151.56,93.1,646.11,73.17,11.89
5579.36,29.55,119.03,108.56,235.1,1295.83,105.1,161.51,91.17,645.67,76.28,9.92
5580.37,28.87,119.11,108.6,235.3,1290.53,105.79,158.46,87.61,645.46,77.88,11.39
5581.38,28.91,119.14,108.71,235.17,1301.13,105.74,161.93,87.57,645.89,78.16,10.22
5582.39,29.55,119.26,108.79,235.17,1293.56,105.1,156.59,88.23,645.89,80.18,9.98
5583.41,30.02,119.75,108.9,235.33,1313.25,104.64,114.27,56.02,651.92,77.5,7.09
5584.42,29.51,117.28,104.14,235.97,1306.44,105.15,162.2,91.07,636.85,73.87,11.16
5585.43,30.17,117.62,104.6,236.19,1302.65,104.55,148.47,89.17,639.43,75.24,11.0
5586.44,28.64,118.04,105.47,236.73,1301.89,106.08,145.19,88.25,639.86,73.92,11.61
5587.45,28.56,118.27,106.24,237.83,1305.68,106.17,141.53,88.1,639.64,78.25,10.22
5588.48,28.64,118.38,106.58,239.02,1304.16,106.08,150.45,87.01,638.78,78.4,10.02
5589.51,29.11,118.5,106.88,239.03,1289.01,105.62,141.8,86.48,637.28,76.98,13.64
5590.52,29.87,118.57,107.07,239.47,1292.04,104.85,138.94,86.01,637.28,71.66,14.78
5591.53,29.11,118.65,107.27,239.3,1289.01,105.62,152.13,82.77,636.63,75.33,14.29
5592.55,29.66,118.73,107.38,238.22,1295.07,105.06,155.07,81.02,635.98,77.69,13.64
5593.56,29.36,118.92,106.77,238.07,1310.22,105.36,163.91,87.45,636.41,78.63,13.16
5594.57,29.96,118.8,106.92,237.68,1305.68,104.76,159.57,93.64,634.91,78.4,12.58
5595.58,28.51,118.8,107.04,235.62,1306.44,106.21,151.03,91.64,634.48,70.48,10.05
5596.6,28.94,119.72,108.41,237.58,1343.56,105.79,148.78,91.2,642.45,77.69,12.03
5597.74,28.34,119.72,108.52,238.07,1339.77,106.38,152.86,89.35,642.02,74.91,16.15
5598.75,29.79,119.64,108.49,238.92,1343.56,104.93,156.48,85.35,642.45,72.84,10.87
5599.76,29.32,119.45,108.56,239.45,1343.56,105.4,144.58,89.3,642.23,74.53,11.05
5600.77,30.09,119.18,108.41,239.96,1345.83,104.64,156.78,87.23,640.94,73.83,9.68
5601.78,29.87,119.07,108.29,239.89,1345.83,104.85,149.81,86.85,639.43,76.32,9.16
5602.79,28.81,119.07,108.1,240.15,1345.07,105.91,156.36,85.27,640.08,76.98,10.31
5603.81,29.75,119.11,108.07,240.17,1342.8,104.98,147.37,86.65,640.08,76.13,11.17
5604.82,28.85,119.11,107.91,239.78,1342.04,105.87,149.92,86.04,640.08,77.45,9.5
5605.83,30.05,119.11,107.84,239.87,1345.07,104.68,155.52,87.16,641.16,75.57,9.44
5606.84,30.05,119.11,107.76,239.59,1343.56,104.68,153.92,87.38,641.16,76.09,10.89
5607.85,28.51,119.11,107.68,240.62,1336.74,106.21,142.37,88.9,645.25,76.37,9.58
5608.86,29.87,119.14,107.72,241.91,1329.92,104.85,140.24,90.5,646.55,75.52,12.47
5609.87,29.53,119.11,107.88,241.52,1328.41,105.19,150.8,90.44,649.13,75.48,10.58
5610.88,28.77,119.18,108.03,241.48,1323.1,105.96,146.37,90.88,653.01,70.77,13.09
5611.89,29.45,119.22,108.18,240.19,1316.28,105.27,146.79,91.01,653.44,74.77,12.88
5612.9,28.98,119.3,108.33,239.52,1323.1,105.74,143.63,90.3,652.15,79.57,10.43
5612.9,28.98,119.3,108.33,239.52,1323.1,105.74,143.63,90.3,652.15,79.57,10.43
5613.91,28.43,119.41,106.43,237.83,1351.89,106.3,143.02,86.94,646.76,69.26,10.61
5614.92,28.94,119.45,107.0,237.99,1349.62,105.79,143.25,88.7,647.41,69.68,11.74
5615.93,28.68,119.34,107.49,237.93,1348.1,106.04,154.15,85.01,648.05,76.89,9.17
5616.94,25.7,119.37,107.84,237.92,1349.62,109.02,138.22,80.24,649.56,75.57,13.69
5617.96,29.07,119.26,108.03,237.95,1348.86,105.66,147.44,88.04,649.78,75.62,10.9
5618.97,29.62,119.26,108.18,238.69,1348.1,105.1,149.69,88.17,649.56,71.9,10.2
5619.98,29.24,119.3,108.29,239.31,1346.59,105.49,152.32,87.94,652.58,74.86,9.42
5620.99,30.13,119.41,108.41,238.91,1346.59,104.59,153.24,88.3,652.36,80.51,9.45
5622.0,29.53,119.45,108.41,238.24,1346.59,105.19,149.88,88.01,653.44,76.94,10.25
5623.01,29.87,119.53,108.64,237.62,1347.35,104.85,153.5,87.14,653.44,71.94,10.3
5624.08,29.36,119.6,108.71,237.4,1349.62,105.36,149.0,86.44,650.86,79.71,11.7
5625.09,28.85,119.68,108.68,237.62,1348.1,105.87,148.43,85.72,649.78,75.52,10.19
5626.1,29.49,119.72,108.75,237.62,1346.59,105.23,156.02,86.36,648.7,78.16,11.18
5627.17,29.28,119.75,108.83,237.64,1354.17,105.44,155.79,84.8,650.21,77.26,19.63
5628.18,30.13,119.87,108.75,237.5,1356.44,104.59,146.87,86.63,650.86,76.23,15.84
5629.19,29.32,119.91,108.79,237.61,1354.17,105.4,154.0,86.41,649.78,80.47,13.32
5630.2,29.19,119.95,108.9,237.27,1354.17,105.53,159.15,85.32,649.56,77.08,14.73
5631.22,29.53,119.98,108.98,237.6,1353.41,105.19,144.12,87.68,649.56,75.76,15.08
5632.23,29.45,120.02,109.02,237.63,1353.41,105.27,147.21,87.82,648.7,70.58,13.1
5633.26,29.15,120.02,109.02,237.63,1355.68,105.57,148.32,85.9,649.56,70.86,13.32
5634.27,29.83,120.06,109.06,237.73,1354.92,104.89,146.26,85.92,648.92,75.8,16.8
5635.29,30.64,120.06,108.98,237.66,1353.41,104.08,149.12,87.83,648.7,78.96,12.9
5636.3,29.24,120.1,109.1,237.75,1360.23,105.49,154.19,86.41,649.99,71.8,9.86
5637.33,30.85,120.17,109.06,237.64,1355.68,103.87,152.32,85.85,648.27,75.52,11.84
5638.34,29.11,120.21,109.17,237.64,1357.95,105.62,153.47,85.43,649.13,77.26,10.8
5639.35,29.58,120.29,109.17,237.65,1355.68,105.15,152.36,83.55,648.27,76.79,11.89
5640.36,29.02,120.33,109.32,238.61,1361.74,105.7,146.49,83.23,649.99,71.85,11.94
5641.37,29.66,120.36,109.1,239.39,1359.47,105.06,152.55,84.65,649.78,69.64,13.09
5642.38,29.53,120.33,109.25,238.55,1356.44,105.19,153.5,84.8,648.27,75.19,11.76
5643.38,30.51,120.36,109.29,238.23,1358.71,104.21,160.75,85.32,647.62,78.77,12.28
5644.39,29.87,120.4,109.32,237.76,1358.71,104.85,152.97,84.06,647.19,77.08,10.77
5645.41,29.15,120.44,109.4,238.03,1354.92,105.57,143.36,85.3,646.76,77.45,12.15
5646.41,30.7,120.14,108.1,236.51,1357.2,110.72,156.44,89.65,644.61,81.83,9.36
5647.44,30.63,120.14,108.49,236.41,1354.17,108.3,160.02,90.11,643.1,81.03,8.79
5648.46,29.73,120.14,108.71,236.44,1351.89,109.19,156.17,89.56,643.31,73.54,9.22
5649.46,28.54,120.97,109.36,236.99,1351.14,110.38,151.6,89.85,643.74,72.08,11.23
5650.47,30.8,120.86,109.36,237.26,1344.32,108.13,154.57,90.29,641.59,72.32,9.07
5651.48,29.65,120.82,109.48,237.78,1355.68,109.28,153.2,88.92,644.17,76.32,7.13
5652.49,29.18,120.59,109.44,238.87,1352.65,109.75,123.35,75.45,644.17,75.33,8.02
5653.5,29.43,120.4,109.51,238.8,1354.92,109.49,131.54,75.57,643.96,73.5,7.14
5654.51,29.18,120.36,109.36,238.86,1351.14,109.75,131.58,79.27,643.96,75.95,7.28
5655.51,29.14,120.4,109.29,238.87,1349.62,109.79,133.41,78.24,643.1,76.56,7.42
5656.54,30.24,120.44,109.25,239.0,1357.2,108.68,128.53,79.59,645.25,73.4,7.77
5657.56,29.05,120.4,109.13,240.33,1354.17,109.87,133.53,81.28,644.17,77.97,9.07
5658.57,29.05,120.36,109.13,239.95,1355.68,109.87,138.48,82.87,643.1,76.32,7.64
5659.62,29.73,120.36,109.21,239.24,1351.89,109.19,139.78,82.07,641.37,72.08,7.65
5660.63,28.84,120.4,109.25,239.22,1354.17,110.09,143.06,82.3,642.67,77.64,7.54
5661.64,29.22,120.44,109.36,239.23,1357.95,109.7,135.47,90.31,643.1,74.63,7.89
5662.65,28.58,120.44,109.4,239.36,1351.89,110.34,137.95,90.05,641.59,74.35,6.97
5663.66,28.84,120.52,109.51,239.28,1352.65,110.09,143.51,91.05,642.67,73.5,7.87
5664.67,29.18,120.52,109.51,239.32,1350.38,109.75,141.88,91.66,641.59,72.18,7.58
5665.68,29.18,120.52,109.67,239.36,1356.44,109.75,143.78,91.15,642.67,70.11,7.64
5666.69,31.48,120.44,109.71,239.33,1351.14,107.45,141.88,91.21,641.59,69.07,8.06
5667.7,28.58,120.48,110.28,239.34,1351.14,110.34,139.7,91.28,641.16,75.52,6.86
5668.71,29.65,120.59,110.16,239.26,1348.1,109.28,146.56,92.21,638.79,76.13,7.37
5669.72,29.09,120.67,110.2,238.58,1351.89,109.83,144.24,91.18,639.43,72.08,7.26
5670.73,30.54,120.71,110.32,239.71,1348.1,108.38,150.42,92.0,638.79,78.21,8.37
5671.74,29.01,120.71,110.35,240.73,1358.71,109.92,139.21,91.98,640.51,77.12,7.81
5672.75,29.73,120.78,110.47,241.75,1354.92,109.19,142.75,92.21,639.0,74.67,7.99
5673.76,28.97,120.78,110.54,240.64,1349.62,109.96,141.8,92.13,635.34,76.28,6.71
5674.77,29.52,120.97,111.23,234.38,1261.74,109.4,143.21,92.18,668.31,78.54,7.3
5675.78,28.75,121.43,111.54,234.41,1254.92,110.17,138.02,91.84,684.48,82.49,6.59
5676.79,29.05,121.7,111.57,236.22,1282.95,109.87,140.39,92.7,670.47,79.57,6.46
5677.79,28.67,120.36,109.13,234.99,1285.98,110.26,147.14,86.51,637.92,79.48,5.95
5678.81,30.5,120.36,109.32,235.32,1308.71,108.43,145.15,90.13,644.39,80.28,5.59
5679.82,28.92,120.33,109.48,236.98,1310.22,110.0,150.53,90.54,643.53,76.75,6.49
5680.83,30.07,120.25,109.74,238.7,1312.5,108.85,140.5,90.31,643.31,78.54,5.96
5681.84,29.14,120.33,109.93,238.97,1310.22,109.79,138.48,91.89,641.8,76.89,6.3
5682.85,29.73,120.4,110.05,238.71,1310.98,109.19,145.57,88.42,641.37,77.5,6.88
5683.86,29.56,120.48,110.24,238.62,1309.47,109.36,149.31,89.2,640.94,76.23,5.97
5684.87,29.69,120.56,110.32,239.01,1309.47,109.23,150.19,88.36,640.08,79.71,5.88
5685.88,28.58,120.63,110.66,239.3,1309.47,110.34,155.94,89.32,640.29,75.48,6.09
5686.89,30.33,120.75,110.73,238.92,1320.83,108.6,152.09,88.36,642.45,70.91,6.01
5687.9,28.97,120.75,110.85,238.85,1307.19,109.96,149.92,89.99,639.0,70.15,14.8
5689.05,29.94,120.9,111.0,238.95,1313.25,108.98,151.18,89.2,640.51,76.42,10.67
5690.06,29.86,120.94,111.08,238.98,1319.32,109.06,145.65,88.53,642.02,78.54,13.0
5691.08,29.65,120.97,111.04,239.57,1309.47,109.28,140.66,89.27,641.16,75.05,10.5
5692.09,30.2,120.97,111.08,239.95,1316.28,108.72,141.15,88.35,641.16,74.72,6.07
5693.1,29.73,121.39,111.34,239.2,1282.19,109.19,143.48,87.74,658.4,80.04,6.04
5694.11,29.73,121.43,111.54,239.59,1308.71,109.19,138.48,87.97,646.33,80.14,6.44
5695.12,30.03,121.43,111.42,240.18,1311.74,108.89,144.39,84.07,640.51,78.02,7.21
